"student_id","risk_tier","total_renew","total_new"
1,"2",1073.15126538859,1215.7261502095
2,"2",964.631777944284,1083.82686970625
3,"2",298.188815281308,353.582380030092
4,"3",699.843302389792,799.004559610385
5,"1",1012.18262729078,1153.12219118799
6,"2",964.631777944284,1083.82686970625
7,"2",704.537408188069,803.047554417068
8,"3",1322.89475356116,1497.872966827
9,"2",1278.78935248704,1445.71781565736
10,"1",1071.26038393956,1201.38533943113
11,"1",1226.72923035823,1396.80265283465
12,"1",1684.35911805497,1916.46252587895
13,"1",831.49327869178,941.283438611176
14,"1",901.396294402895,1020.8099626593
15,"1",624.899228313726,717.555931520754
16,"1",259.464005655622,307.682719913336
17,"3",1038.09309437353,1176.13943419644
18,"1",1088.32562921538,1238.40018677228
19,"3",1382.22050243561,1564.4131615994
20,"3",1080.22986093024,1223.16802539405
21,"1",933.276219622324,1063.3209914277
22,"3",1087.11080066066,1238.37915268918
23,"3",1169.64108308276,1324.39242452054
24,"3",856.575504982017,977.36289455953
25,"1",718.606332510367,827.013168593547
26,"3",1080.22986093024,1223.16802539405
27,"1",385.426400074765,456.47491191626
28,"2",1420.8518579428,1606.70840196468
29,"3",1327.42369187222,1501.54775269391
30,"1",435.47409582545,496.618015791463
31,"3",548.825181862645,613.381310452022
32,"3",1125.29814603487,1273.19612451979
33,"3",906.882618212428,1020.12466041419
34,"3",1948.35834354078,2207.37220153026
35,"2",1420.8518579428,1606.70840196468
36,"3",501.30659027143,568.089070147127
37,"1",1458.89433940295,1660.67167217419
38,"3",1043.51722841943,1189.4389438739
39,"2",1037.98716623927,1157.52400418333
40,"3",935.337418141029,1053.68137030846
41,"3",1056.41401633105,1178.81675386365
42,"2",598.819490905139,687.718983006302
43,"1",1335.36216392789,1518.83689698884
44,"1",1012.18262729078,1153.12219118799
45,"1",808.654817054097,914.107571997655
46,"2",1555.23013209135,1750.65032015155
47,"3",1755.06662977619,1983.51437069215
48,"1",933.276219622324,1063.3209914277
49,"1",613.27433912675,704.115378207091
50,"3",1236.8985955178,1414.35812629174
51,"1",1173.11349039446,1327.67765634664
52,"1",1514.46160594608,1721.72956938582
53,"1",1175.5947870159,1339.15180483928
54,"1",639.741307371598,729.159187987614
55,"2",1030.39451009262,1168.01239569767
56,"1",566.248444019784,652.035373485666
57,"1",592.589861915114,680.925286357223
58,"3",1438.23003299956,1624.91225426756
59,"3",888.121790234269,1000.71182590935
60,"1",752.148120132174,850.327382055795
61,"1",898.195435485177,1023.9708874889
62,"1",1190.41694769763,1354.04090635639
63,"3",686.757808241363,783.47797233641
64,"3",999.847995007342,1132.04189049364
65,"1",1762.85700509499,2008.28034718502
66,"2",254.871117125029,303.027867433642
67,"2",1030.39451009262,1168.01239569767
68,"1",798.663183929678,916.041954924857
69,"3",1217.92974064382,1378.3348920594
70,"2",651.839184738518,725.422122794413
71,"1",1026.35430489512,1160.46112895446
72,"2",1421.05019385595,1585.43089917296
73,"1",1263.73412845492,1437.11383787726
74,"3",555.54733208026,627.463198554156
75,"1",497.362883900651,567.720946850903
76,"1",933.276219622324,1063.3209914277
77,"2",857.762078382051,966.526968156605
78,"2",1613.47957780457,1827.02567928346
79,"1",855.783002653041,969.318715545151
80,"3",647.946397184117,741.36560800463
81,"1",898.195435485177,1023.9708874889
82,"1",807.628636426263,905.691073529495
83,"2",1052.5736040684,1202.1791029108
84,"2",1109.92385000426,1270.22587624032
85,"2",1327.23355783895,1501.60476907438
86,"3",1162.84574396291,1327.3278487062
87,"1",454.844483582969,517.6749137039
88,"3",536.786504102102,608.050364049317
89,"2",904.995913387065,1029.35055052468
90,"1",1175.5947870159,1339.15180483928
91,"1",1165.11839887448,1319.58965544579
92,"3",1038.09309437353,1176.13943419644
93,"3",567.445825075615,642.516148820465
94,"3",632.517066432533,724.10384392938
95,"3",1322.89475356116,1497.872966827
96,"1",922.010705152151,1042.15028856974
97,"3",605.818885679964,692.875941950161
98,"1",777.117438207691,879.00010703548
99,"1",605.258206947099,694.796779083619
100,"3",1192.3598350965,1340.95114731958
101,"3",1210.52057178313,1360.25472377553
102,"2",1494.83425571942,1690.512491015
103,"3",770.795667540752,878.606212014346
104,"2",1227.81487449811,1379.67792258107
105,"3",751.169989624311,858.106858277032
106,"1",831.49327869178,941.283438611176
107,"2",1008.90640266928,1149.41092994308
