"student_id","risk_tier","total_renew","total_new"
1,"2",1249.55967801141,1412.36229098263
2,"2",1134.83216565027,1273.00567645796
3,"2",360.511238830201,426.889282473123
4,"3",890.426101961171,1014.3483512107
5,"1",1229.41082035743,1396.81250876335
6,"2",1134.83216565027,1273.00567645796
7,"2",892.171533880313,1014.61558133671
8,"3",1603.18552355866,1810.65383403673
9,"2",1519.01431057277,1714.3962481047
10,"1",799.800114035369,894.991686344254
11,"1",1409.2343303634,1601.01004848399
12,"1",1409.2343303634,1601.01004848399
13,"1",1050.4358114431,1186.53373785838
14,"1",1050.4358114431,1186.53373785838
15,"1",766.687823953229,880.251760694952
16,"1",291.619077104258,345.497697654774
17,"3",1255.43095755935,1418.28524193867
18,"1",1392.65171131589,1582.40631133539
19,"3",1603.18552355866,1810.65383403673
20,"3",1255.43095755935,1418.28524193867
21,"1",1091.41919113963,1240.48938399903
22,"3",812.327127097813,924.217836142487
23,"3",1418.4004008436,1601.6763874675
24,"3",1116.90859635814,1272.72627891965
25,"1",831.509545179989,955.975337806085
26,"3",1255.43095755935,1418.28524193867
27,"1",291.619077104258,345.497697654774
28,"2",1763.60297026084,1993.34448914314
29,"3",1517.72737450651,1712.51731027978
30,"1",570.259782358117,647.221430203961
31,"3",639.546756178851,713.10420941639
32,"3",1418.4004008436,1601.6763874675
33,"3",1115.93366958758,1252.15653189451
34,"3",1801.14391706166,2033.77122658638
35,"2",1763.60297026084,1993.34448914314
36,"3",616.064510677398,696.093155117469
37,"1",1091.41919113963,1240.48938399903
38,"3",812.327127097813,924.217836142487
39,"2",1226.23321861872,1365.19035585018
40,"3",1082.47027734349,1216.25949261739
41,"3",1164.83124364497,1297.1208416345
42,"2",703.364206742513,805.850870721875
43,"1",1091.41919113963,1240.48938399903
44,"1",1229.41082035743,1396.81250876335
45,"1",959.250724041673,1082.33112828959
46,"2",1371.14890136942,1541.21577925601
47,"3",1418.4004008436,1601.6763874675
48,"1",1091.41919113963,1240.48938399903
49,"1",729.710392364421,834.560872149298
50,"3",947.770322071813,1081.69846239325
